key,notes,en,zh-Hans,zh-Hant,ja,ko,fr,de,es
"card.card_steak.description","Source English from Assets/Fortstack/Resources/Cards/Consumables/Card_Steak.asset. Non-English values are placeholders until reviewed.","Pressed protein flash-seared on a hot plate. Good morale per gram.","在热板上快速煎封的压制蛋白。每克都很提士气。","Pressed protein flash-seared on a hot plate. Good morale per gram.","Pressed protein flash-seared on a hot plate. Good morale per gram.","Pressed protein flash-seared on a hot plate. Good morale per gram.","Pressed protein flash-seared on a hot plate. Good morale per gram.","Pressed protein flash-seared on a hot plate. Good morale per gram.","Pressed protein flash-seared on a hot plate. Good morale per gram."
"card.card_stew.name","Source English from Assets/Fortstack/Resources/Cards/Consumables/Card_Stew.asset. Non-English values are placeholders until reviewed.","Reactor Stew","反应堆炖汤","Reactor Stew","Reactor Stew","Reactor Stew","Reactor Stew","Reactor Stew","Reactor Stew"
"card.card_stew.description","Source English from Assets/Fortstack/Resources/Cards/Consumables/Card_Stew.asset. Non-English values are placeholders until reviewed.","Dense communal food cooked beside waste heat. Slow, heavy, sustaining.","利用废热慢煮的密实公共餐。缓慢、沉重、顶饿。","Dense communal food cooked beside waste heat. Slow, heavy, sustaining.","Dense communal food cooked beside waste heat. Slow, heavy, sustaining.","Dense communal food cooked beside waste heat. Slow, heavy, sustaining.","Dense communal food cooked beside waste heat. Slow, heavy, sustaining.","Dense communal food cooked beside waste heat. Slow, heavy, sustaining.","Dense communal food cooked beside waste heat. Slow, heavy, sustaining."
"card.card_turnip.name","Source English from Assets/Fortstack/Resources/Cards/Consumables/Card_Turnip.asset. Non-English values are placeholders until reviewed.","Root Ration","根茎口粮","Root Ration","Root Ration","Root Ration","Root Ration","Root Ration","Root Ration"
"card.card_turnip.description","Source English from Assets/Fortstack/Resources/Cards/Consumables/Card_Turnip.asset. Non-English values are placeholders until reviewed.","A mineral-rich root crop from low-power hydroponics.","低功耗水培系统里长出的富矿物根作物。","A mineral-rich root crop from low-power hydroponics.","A mineral-rich root crop from low-power hydroponics.","A mineral-rich root crop from low-power hydroponics.","A mineral-rich root crop from low-power hydroponics.","A mineral-rich root crop from low-power hydroponics.","A mineral-rich root crop from low-power hydroponics."
"card.card_coin.name","Source English from Assets/Fortstack/Resources/Cards/Currencies/Card_Coin.asset. Non-English values are placeholders until reviewed.","Credits","信用点","Credits","Credits","Credits","Credits","Credits","Credits"
"card.card_coin.description","Source English from Assets/Fortstack/Resources/Cards/Currencies/Card_Coin.asset. Non-English values are placeholders until reviewed.","Hard local credit accepted by vendors that still trust the district ledger.","本地硬通货，仍被信任街区账本的商贩接受。","Hard local credit accepted by vendors that still trust the district ledger.","Hard local credit accepted by vendors that still trust the district ledger.","Hard local credit accepted by vendors that still trust the district ledger.","Hard local credit accepted by vendors that still trust the district ledger.","Hard local credit accepted by vendors that still trust the district ledger.","Hard local credit accepted by vendors that still trust the district ledger."
"card.card_coral.name","Source English from Assets/Fortstack/Resources/Cards/Currencies/Card_Coral.asset. Non-English values are placeholders until reviewed.","Black Coral","黑珊瑚","Black Coral","Black Coral","Black Coral","Black Coral","Black Coral","Black Coral"
"card.card_coral.description","Source English from Assets/Fortstack/Resources/Cards/Currencies/Card_Coral.asset. Non-English values are placeholders until reviewed.","A bioelectric trade crystal pulled from flooded conduit. Rare and negotiable.","从被淹导管中取出的生物电贸易晶体。稀有，而且可议价。","A bioelectric trade crystal pulled from flooded conduit. Rare and negotiable.","A bioelectric trade crystal pulled from flooded conduit. Rare and negotiable.","A bioelectric trade crystal pulled from flooded conduit. Rare and negotiable.","A bioelectric trade crystal pulled from flooded conduit. Rare and negotiable.","A bioelectric trade crystal pulled from flooded conduit. Rare and negotiable.","A bioelectric trade crystal pulled from flooded conduit. Rare and negotiable."
"card.card_bow.name","Source English from Assets/Fortstack/Resources/Cards/Equipments/Card_Bow.asset. Non-English values are placeholders until reviewed.","Coilbow","线圈弓","Coilbow","Coilbow","Coilbow","Coilbow","Coilbow","Coilbow"
"card.card_bow.description","Source English from Assets/Fortstack/Resources/Cards/Equipments/Card_Bow.asset. Non-English values are placeholders until reviewed.","A quiet ranged weapon that stores tension in scavenged magnetic limbs.","安静的远程武器，用回收来的磁性弓臂储存张力。","A quiet ranged weapon that stores tension in scavenged magnetic limbs.","A quiet ranged weapon that stores tension in scavenged magnetic limbs.","A quiet ranged weapon that stores tension in scavenged magnetic limbs.","A quiet ranged weapon that stores tension in scavenged magnetic limbs.","A quiet ranged weapon that stores tension in scavenged magnetic limbs.","A quiet ranged weapon that stores tension in scavenged magnetic limbs."
"card.card_cane.name","Source English from Assets/Fortstack/Resources/Cards/Equipments/Card_Cane.asset. Non-English values are placeholders until reviewed.","Signal Cane","信号手杖","Signal Cane","Signal Cane","Signal Cane","Signal Cane","Signal Cane","Signal Cane"
"card.card_cane.description","Source English from Assets/Fortstack/Resources/Cards/Equipments/Card_Cane.asset. Non-English values are placeholders until reviewed.","A walking aid packed with breach tools and conductor wire.","塞满入侵工具和导线的行走辅助器。","A walking aid packed with breach tools and conductor wire.","A walking aid packed with breach tools and conductor wire.","A walking aid packed with breach tools and conductor wire.","A walking aid packed with breach tools and conductor wire.","A walking aid packed with breach tools and conductor wire.","A walking aid packed with breach tools and conductor wire."
"card.card_chainmail.name","Source English from Assets/Fortstack/Resources/Cards/Equipments/Card_Chainmail.asset. Non-English values are placeholders until reviewed.","Plate Mesh","板甲网","Plate Mesh","Plate Mesh","Plate Mesh","Plate Mesh","Plate Mesh","Plate Mesh"
"card.card_chainmail.description","Source English from Assets/Fortstack/Resources/Cards/Equipments/Card_Chainmail.asset. Non-English values are placeholders until reviewed.","Linked alloy mesh for surviving blades, teeth, and shrapnel.","连接式合金网，用来扛过刀刃、利齿和弹片。","Linked alloy mesh for surviving blades, teeth, and shrapnel.","Linked alloy mesh for surviving blades, teeth, and shrapnel.","Linked alloy mesh for surviving blades, teeth, and shrapnel.","Linked alloy mesh for surviving blades, teeth, and shrapnel.","Linked alloy mesh for surviving blades, teeth, and shrapnel.","Linked alloy mesh for surviving blades, teeth, and shrapnel."
"card.card_leatherarmor.name","Source English from Assets/Fortstack/Resources/Cards/Equipments/Card_LeatherArmor.asset. Non-English values are placeholders until reviewed.","Kevlar Wrap","凯夫拉裹甲","Kevlar Wrap","Kevlar Wrap","Kevlar Wrap","Kevlar Wrap","Kevlar Wrap","Kevlar Wrap"
"card.card_leatherarmor.description","Source English from Assets/Fortstack/Resources/Cards/Equipments/Card_LeatherArmor.asset. Non-English values are placeholders until reviewed.","Layered street armor cut from old riot gear.","从旧防暴装备裁下来的层叠街头护甲。","Layered street armor cut from old riot gear.","Layered street armor cut from old riot gear.","Layered street armor cut from old riot gear.","Layered street armor cut from old riot gear.","Layered street armor cut from old riot gear.","Layered street armor cut from old riot gear."
"card.card_quiver.name","Source English from Assets/Fortstack/Resources/Cards/Equipments/Card_Quiver.asset. Non-English values are placeholders until reviewed.","Ammo Rig","弹药挂架","Ammo Rig","Ammo Rig","Ammo Rig","Ammo Rig","Ammo Rig","Ammo Rig"
"card.card_quiver.description","Source English from Assets/Fortstack/Resources/Cards/Equipments/Card_Quiver.asset. Non-English values are placeholders until reviewed.","A wearable rack for bolts, charges, and whatever still fires.","可穿戴的挂架，用来装弩栓、充能弹，以及任何还能发射的东西。","A wearable rack for bolts, charges, and whatever still fires.","A wearable rack for bolts, charges, and whatever still fires.","A wearable rack for bolts, charges, and whatever still fires.","A wearable rack for bolts, charges, and whatever still fires.","A wearable rack for bolts, charges, and whatever still fires.","A wearable rack for bolts, charges, and whatever still fires."
